Province,Division,District,Households,Pop2023,AHS,Pop2017,GR,DistrictKey,Disab_Communication,Disab_Disability,Disab_Functional_limitation,Disab_Hearing,Disab_Memorization_Focus,Disab_Population,Disab_Seeing,Disab_Self_care_etc,Disab_Walking_Climbing,Lang_BALOCHI,Lang_BALTI,Lang_BRAHVI,Lang_HINDKO,Lang_KALASHA,Lang_KASHMIRI,Lang_KOHIOSTANI,Lang_MEWATI,Lang_OTHERS,Lang_PUNJABI,Lang_PUSHTO,Lang_SARAIKI,Lang_SHINA,Lang_SINDHI,Lang_TOTAL,Lang_URDU,EverAttended,Lit_GE10,OutOfSchool_5_16,Pop_GE10,Pop_GE5,Literacy_01,Literacy_Flag,Attendance_01,Attendance_Flag,Energy_HOUSEHOLDS,Energy_LIGHT_ELECT,Energy_LIGHT_SOLAR,Energy_LIGHT_OTHERS,Energy_FUEL_GAS,Energy_FUEL_LPGCNG,Energy_FUEL_FIREWOOD,Energy_FUEL_OTHERS,Energy_SEP_KITCHEN,Energy_NO_KITCHEN,Energy_Access_Electricity,Energy_Flag_Elec,San_HOUSEHOLDS,San_TOILET_SEPARATE,San_TOILET_FLUSH,San_TOILET_NON_FLUSH,San_TOILET_NONE,San_WASHROOM_SEPARATE,San_WASHROOM_NONE,San_Access_SanitaryToilet,San_Flag,Wtr_HOUSEHOLDS,Wtr_DRINK_WTR_IMPROVE,Wtr_DRINK_WTR_INSIDE,Wtr_DRINK_WTR_OUTSIDE,Wtr_DRINK_WTR_TAP,Wtr_DRINK_WTR_MOTOR,Wtr_DRINK_WTR_WELL,Wtr_DRINK_WTR_FILTER,Wtr_DRINK_WTR_BOTTLE,Wtr_DRINK_WTR_OTHER,Wtr_Access_ImprovedDrink,Wtr_Flag,Age_TotalPop,Age_Male,Age_Female,Age_Trans,Age_Rural,Age_Urban,Marital_DIVORCED,Marital_MARRIED,Marital_NEVER_MARRIED,Marital_SEPERATION,Marital_WIDOWED
KP,Hazara,Torghar,29417,200445,6.81,171349,2.66,TORGHAR,1933,6953,14350,2950,2508,200445,3215,1316,5555,111,1,1,4583,0,0,53,0,1453,6,194124,1,3,16,200445,93,55549,39552,38078,132971,167051,0.29744831579818154,âœ“,0.33252719229456873,âœ“,29410,9300,12541,7569,161,21,28893,335,13589,11197,0.3162189731383883,âœ“,29410,9848,13232,732,15446,15486,8628,0.449914994899694,âœ“,29410,20065,7759,21651,19527,274,428,0,131,9050,0.6822509350561033,âœ“,200445,102160,98281,4,200445,0,54,79283,23409,97,3601
KP,Hazara,Upper Kohistan,71543,422947,5.91,305451,5.59,UPPER KOHISTAN,1996,10169,17119,2756,2495,374183,3076,2081,6493,5,22,8,48,28,15,327804,2,4184,9,49,9,41331,5,374183,664,49981,40933,110054,214826,285463,0.19054025118002477,âœ“,0.17508748944696861,âœ“,63712,13322,7904,42486,211,54,60629,2818,24549,16835,0.2090971873430437,âœ“,63712,17868,27956,8442,27314,20739,23049,0.4387870416875942,âœ“,63712,16621,14647,49065,16098,329,363,19,44,46859,0.2608770718232044,âœ“,374183,192776,181403,4,374183,0,442,128085,31026,473,2968
KP,Kohat,Hangu,61163,528902,8.65,518811,0.32,HANGU,6454,20590,52444,10714,8626,525623,10448,5712,18294,436,2,0,24,1,61,107,0,49,1001,523446,33,0,70,525623,393,199536,161002,74841,373119,451025,0.4315030861467789,âœ“,0.4424056316168727,âœ“,61148,42053,16729,2366,8970,2955,48738,485,40016,7582,0.6877248642637536,âœ“,61148,41758,51700,5426,4022,44707,5458,0.8454896317132203,âœ“,61148,54870,40273,20875,13419,20497,16239,5,64,10924,0.8973310656113037,âœ“,525623,258721,266894,8,442054,83569,528,195411,95518,355,10078
KP,Kohat,Karak,96026,815878,8.5,705362,2.46,KARAK,11667,29971,99934,21611,16641,815150,19974,10600,32414,882,0,0,3,0,15,1,0,52,243,813352,150,0,103,815150,349,451816,374674,68993,573227,688551,0.6536223869426946,âœ“,0.6561837830458456,âœ“,95997,72244,13484,10269,27554,673,62544,5226,66405,12521,0.7525651843286769,âœ“,95997,80689,84662,11089,246,67712,13119,0.8819233934393783,âœ“,95997,78128,27233,68764,18140,33054,10201,20,308,34274,0.8138587664197839,âœ“,815150,420949,394190,11,757113,58037,820,309291,149097,421,15095
KP,Kohat,Kohat,169734,1234661,7.27,1111266,1.78,KOHAT,17215,55074,147238,29363,23445,1234579,28031,16246,49130,1086,26,60,153441,1,181,33,0,306,6601,1060557,1400,76,548,1234579,10263,620072,527155,115836,900401,1067084,0.585466919739094,âœ“,0.5810901484794074,âœ“,169679,148926,14440,6313,61085,8177,98381,2036,118517,20034,0.8776925842325803,âœ“,169679,125059,151992,7952,9735,120570,21201,0.8957619976543945,âœ“,169679,151724,118863,50816,59029,73968,14043,61,307,22271,0.8941825446873214,âœ“,1234579,629529,605021,29,955880,278699,1438,493026,223003,762,27266
KP,Kohat,Kurram,94575,785434,8.3,615372,4.16,KURRAM,7301,24448,59628,11979,9634,785434,11896,6282,20993,940,13,4,62,0,159,1,5,3573,569,779102,101,40,238,785434,627,235135,179598,145470,509976,640304,0.35216951385947576,âœ“,0.3672240060971038,âœ“,94548,48577,39828,6143,1465,3547,87719,1817,45096,30846,0.5137813597326226,âœ“,94548,50696,61816,19355,13377,57105,16550,0.6538054744679951,âœ“,94548,60938,49726,44822,38957,6767,14040,186,131,34467,0.6445191860219148,âœ“,785434,406914,378505,15,739963,45471,290,275133,119822,350,11278
KP,Kohat,Orakzai,52108,387561,7.44,254303,7.3,ORAKZAI,2965,6228,30223,6636,4557,387561,6113,3121,9588,240,2,0,0,0,5,1,0,18,9,387040,3,0,34,387561,209,110194,83690,73007,249296,313045,0.3357053462550542,âœ“,0.3520068999664585,âœ“,52104,14966,27628,9510,369,5,50483,1247,22377,13734,0.2872332258559803,âœ“,52104,29042,32736,19368,0,29157,6407,0.6282818977429756,âœ“,52104,30977,17122,34982,16335,7061,9538,0,9,19161,0.5945224934745893,âœ“,387561,204870,182684,7,387561,0,154,138841,52114,70,4108
KP,Malakand,Bajaur,181721,1287960,7.09,1090987,2.81,BAJAUR,10962,41372,81055,15314,13634,1283113,15032,9322,28682,1059,0,1,21,0,15,17,0,160,145,1281221,12,4,86,1283113,372,283927,214570,292894,817059,1045311,0.262612614266534,âœ“,0.27161964238394126,âœ“,181699,47197,97164,37338,1348,786,154436,25129,86674,25235,0.25975376859531424,âœ“,181699,71630,105826,38770,37103,106132,20391,0.5824247794429248,âœ“,181699,124871,102263,79436,53509,43122,37199,5,328,47536,0.6872409864666289,âœ“,1283113,648473,634625,15,1283113,0,137,477708,150517,360,10850
KP,Malakand,Buner,118692,1016869,8.57,895460,2.15,BUNER,12280,38872,96662,19076,16071,1016674,17888,10584,33079,662,0,11,21023,0,9,969,0,18239,162,975062,51,0,90,1016674,396,410831,308960,123628,706190,860580,0.4375026550928221,âœ“,0.4773885054265728,âœ“,118665,95360,12918,10387,418,1331,115435,1481,73466,24987,0.8036067922302279,âœ“,118665,70609,87115,4411,27139,81976,15360,0.7341254792904395,âœ“,118665,104746,81289,37376,56027,38901,11290,3,66,12378,0.8827034087557409,âœ“,1016674,508079,508567,28,1016674,0,430,388363,166425,407,16630
KP,Malakand,Lower Chitral,46050,320407,6.96,278328,2.38,LOWER CHITRAL,3259,11064,24316,5266,4154,318234,5562,2136,9362,17,2,0,66,5065,7,1418,1,279298,138,29799,8,52,6,318234,2357,182216,152589,17282,230856,271994,0.6609704751013619,âœ“,0.669926542497261,âœ“,46028,39855,2534,3639,167,523,45067,271,35753,7547,0.865885982445468,âœ“,46028,38861,40443,1694,3891,32723,10674,0.878660815155992,âœ“,46028,38085,29480,16548,36037,772,1317,0,87,7815,0.8274311288780742,âœ“,318234,162541,155693,0,262710,55524,379,126988,61240,127,8341
KP,Malakand,Lower Dir,202899,1650183,8.13,1436082,2.35,LOWER DIR,13463,40113,80442,16389,17128,1648620,18899,6349,32977,1313,0,0,281,18,109,557,0,3860,331,1641018,96,13,175,1648620,849,803988,634720,149533,1106546,1364058,0.5736047123210423,âœ“,0.5894089547511909,âœ“,202836,188640,10296,3900,17423,13467,169114,2832,139539,28093,0.9300124238300892,âœ“,202836,148161,181551,6793,14492,161315,13715,0.8950630065668816,âœ“,202836,147642,100703,102133,56392,44294,51530,34,97,50489,0.72788854049577,âœ“,1648620,812802,835791,27,1600760,47860,498,599468,269662,362,22558
KP,Malakand,Malakand Protected Area,113159,826250,7.3,717806,2.38,MALAKAND,9029,29052,63766,12819,11471,825377,12616,6673,23033,839,0,1,46,1,39,447,0,11466,461,811446,42,12,115,825377,462,434259,358119,54983,580753,697517,0.6166459751391727,âœ“,0.6225783744338848,âœ“,113118,109528,1663,1927,38943,5214,68144,817,77465,18967,0.9682632295479058,âœ“,113118,85839,97817,5464,9837,85765,11693,0.8647341713962411,âœ“,113118,102648,89510,23608,27372,63429,13256,52,40,8969,0.9074417864530844,âœ“,825377,422374,402991,12,751852,73525,380,323629,138779,262,13303
KP,Malakand,Shangla,125551,891252,7.1,759609,2.71,SHANGLA,9365,33857,70039,13191,11342,890846,12705,7900,24972,555,8,0,250,2,13,9175,6,30438,58,849833,4,19,107,890846,378,256458,196832,163716,583402,737720,0.33738657049513027,âœ“,0.34763595944260695,âœ“,125540,93552,13920,18068,670,932,122178,1760,61772,34654,0.745196750039828,âœ“,125540,63094,84932,8813,31795,72205,20853,0.6765333758164729,âœ“,125540,85344,67298,58242,79473,2390,4133,0,171,39373,0.6798151983431575,âœ“,890846,459770,431070,6,890846,0,140,338933,108413,194,15424
KP,Malakand,Swat,381246,2687384,7.05,2308624,2.57,SWAT,24695,62783,164540,34941,30224,2686076,32749,16732,57470,2161,11,1,491,17,173,39565,0,163758,1151,2476066,92,126,244,2686076,2220,1177114,903484,294320,1877188,2285030,0.48129649241312006,âœ“,0.5151415955151574,âœ“,381212,360471,8259,12482,69106,13387,295708,3011,250361,48375,0.9455919540832922,âœ“,381212,276863,335531,10767,34914,301711,24444,0.8801690397993768,âœ“,381212,304345,225946,155266,198611,51921,55356,101,217,75006,0.7983615416093932,âœ“,2686076,1374732,1311257,87,1892670,793406,882,1026922,440150,759,42809
KP,Malakand,Upper Chitral,26368,195528,7.42,169297,2.44,UPPER CHITRAL,2125,5247,12480,3290,2339,195161,3019,908,4892,3,0,0,2,0,0,16,0,194851,17,107,2,12,1,195161,150,126006,111343,4613,150810,169934,0.7382998474902195,âœ“,0.7414996410371085,âœ“,26365,22857,2510,998,117,56,25288,904,23915,1985,0.8669448131993173,âœ“,26365,25432,24953,1017,395,18589,7418,0.9464441494405462,âœ“,26365,19090,7524,18841,18520,221,371,0,3,7250,0.7240659965863835,âœ“,195161,100319,94842,0,195161,0,239,82325,44832,55,5410
KP,Malakand,Upper Dir,149557,1083566,7.25,947401,2.27,UPPER DIR,12262,48122,82973,15241,14819,1082416,17315,8287,32869,1098,1,0,12,16,232,55327,0,39968,48,985233,6,6,111,1082416,358,435501,322810,137403,690202,877423,0.4677036577697544,âœ“,0.4963409894657423,âœ“,149536,120847,15099,13590,785,5959,140956,1836,66280,50558,0.808146533276268,âœ“,149536,82837,120845,5803,22888,94621,25137,0.8081331585705115,âœ“,149536,71885,42534,107002,62020,5899,4134,4,139,77340,0.4807203616520437,âœ“,1082416,536739,545665,12,1035578,46838,191,375600,152248,220,14098
KP,Mardan,Mardan,400904,2744898,6.85,2373399,2.46,MARDAN,32023,98824,266027,52124,43403,2740692,49629,28853,89717,2315,2,13,2531,4,90,2677,0,10185,3323,2715074,236,28,353,2740692,3861,1327612,1090251,230969,1954332,2333697,0.5578637611214471,âœ“,0.5688879061849075,âœ“,400859,383734,7336,9789,127914,10195,256599,6151,276829,27981,0.957279242826031,âœ“,400859,283010,370827,11344,18688,278455,28392,0.9250808887913208,âœ“,400859,390381,376225,24634,39456,342013,9929,142,102,9217,0.9738611332164178,âœ“,2740692,1406763,1333876,53,2287577,453115,1135,1071887,486340,1025,48645
KP,Mardan,Swabi,279035,1894600,6.79,1625477,2.59,SWABI,18086,49199,136200,28557,24637,1890230,27935,12810,48685,1321,11,11,38842,2,223,1563,0,4002,3843,1837778,462,27,334,1890230,1811,972429,801359,145589,1370367,1626200,0.5847769247216257,âœ“,0.5979762636822039,âœ“,278976,264225,8973,5778,42227,9528,224625,2596,194854,26842,0.9471244838265658,âœ“,278976,193274,245358,8719,24899,187965,31551,0.8794950103234687,âœ“,278976,262696,234194,44782,35486,195571,36050,172,63,11634,0.9416437256251434,âœ“,1890230,956952,933243,35,1550890,339340,1608,741979,349956,810,40523
KP,Peshawar,Charsadda,263993,1835504,6.95,1610960,2.2,CHARSADDA,19942,61736,172675,33628,27266,1835136,31773,18872,57739,1313,1,0,396,13,38,984,0,2042,338,1828826,32,7,155,1835136,991,850304,697011,166630,1292257,1553804,0.5393749076228644,âœ“,0.5472401924567063,âœ“,263934,236418,20094,7422,86717,7242,165177,4798,172749,26136,0.8957466639387119,âœ“,263934,185710,246101,8119,9714,186149,15701,0.9324338660422682,âœ“,263934,257830,250716,13218,13328,217972,28711,306,53,3564,0.9768730061303204,âœ“,1835136,950698,884419,19,1542721,292415,455,714415,317226,470,27023
KP,Peshawar,Khyber,166829,1146267,6.87,984246,2.58,KHYBER,7265,18944,53051,11295,9339,1145982,11142,4807,19350,1043,0,4,48,0,20,11,0,786,765,1142581,6,2,96,1145982,620,377913,288669,213510,750674,949708,0.38454642094970654,âœ“,0.39792546761741504,âœ“,166805,54335,97549,14921,3507,10716,140041,12541,79684,22087,0.3257396361020353,âœ“,166805,72253,78819,71196,16790,119268,12626,0.4725218069002728,âœ“,166805,117755,63525,103280,71069,18310,37504,27,313,39582,0.7059440664248674,âœ“,1145982,598131,547841,10,1051404,94578,230,420704,150665,239,13599
KP,Peshawar,Mohmand,63982,553933,8.66,474345,2.63,MOHMAND,5683,24290,46124,8068,7137,553933,7765,5569,15708,405,0,0,9,0,10,103,0,120,255,552830,13,0,36,553933,152,139733,113307,123082,362180,457993,0.31284720304820807,âœ“,0.3050985495411502,âœ“,63973,24601,33359,6013,549,694,56785,5945,40396,3909,0.3845528582370687,âœ“,63973,31366,28806,21107,14060,42611,5624,0.45028371344160817,âœ“,63973,47984,26855,37118,12041,18478,20217,14,48,13175,0.7500664342769606,âœ“,553933,281384,272543,6,553933,0,39,204957,74566,104,4503
KP,Peshawar,Nowshera,259911,1740705,6.7,1520995,2.28,NOWSHERA,18776,55945,161723,32562,26497,1735689,31303,16986,54935,1962,58,60,39058,56,617,1250,18,3956,18749,1649524,1039,113,2003,1735689,17226,871117,713608,140214,1256704,1493498,0.5678409553880628,âœ“,0.5832729605262277,âœ“,259774,243988,7955,7831,140024,6739,105304,7707,181665,23791,0.9392317937899868,âœ“,259774,186895,236082,9770,13922,181061,22688,0.9087976471856306,âœ“,259774,245363,207032,52742,61299,169140,15407,1614,131,12183,0.9445248562211768,âœ“,1735689,884066,851573,50,1398117,337572,1233,692389,309178,785,33269
KP,Peshawar,Peshawar,691505,4758762,6.88,4331959,1.58,PESHAWAR,45616,137871,411088,81715,64292,4750388,75575,45751,135098,5070,318,161,179879,278,634,1253,24,24839,26133,4421285,3229,332,1621,4750388,85332,2131050,1808869,519928,3394763,4063745,0.53284102601566,âœ“,0.5244054437470855,âœ“,690976,634049,41899,15028,395549,33963,243094,18370,430070,55573,0.9176136363636364,âœ“,690976,463334,625150,38445,27381,464189,51050,0.904734752002964,âœ“,690976,670248,599302,91674,294991,333339,45682,683,361,15920,0.9700018524521836,âœ“,4750388,2421803,2328398,187,2850828,1899560,1493,1814845,888974,1239,71344
Balochistan,Kalat,Awaran,27808,178958,6.44,121821,6.64,AWARAN,1054,5805,6964,1013,1144,178958,1406,861,2830,176418,0,2095,2,0,82,0,0,90,12,8,2,0,30,178958,219,55636,42298,33451,116409,147477,0.36335678512829767,âœ“,0.3772520460817619,âœ“,27796,3340,17195,7261,312,254,26399,831,24738,1666,0.1201611742696791,âœ“,27796,20910,14432,7553,5811,25205,1472,0.5192113973233559,âœ“,27796,20661,9233,18563,6226,8170,8620,0,27,4753,0.7433083896963592,âœ“,178958,91623,87318,17,132122,46836,131,62026,26602,42,1838
Balochistan,Kalat,Kalat,33415,272506,8.16,211201,4.35,KALAT,1688,5796,17735,3503,2456,271560,3379,1967,5876,69320,0,198844,74,3,25,0,1,168,37,1826,14,71,937,271560,240,90237,67857,52253,170917,219242,0.39701726569036433,âœ“,0.4115862836500306,âœ“,33101,13921,12318,6862,358,623,30168,1952,16650,6564,0.420561312347059,âœ“,33101,16917,13712,10993,8396,20008,5554,0.41424730370683666,âœ“,33101,19408,8260,24841,9401,5166,8103,9,69,10353,0.5863266970786382,âœ“,271560,138611,132942,7,227120,44440,71,83612,43747,58,2635
Balochistan,Kalat,Khuzdar,161594,997214,6.17,798896,3.78,KHUZDAR,5866,32006,50391,8177,7286,997214,8925,6410,18879,186571,1,787122,435,0,200,0,7,404,400,8188,341,288,12161,997214,1096,256170,239864,234905,621603,795229,0.3858797335276696,âœ“,0.32213362440253057,âœ“,161450,58171,69317,33962,1308,4044,139138,16960,107880,17653,0.3603034995354598,âœ“,161450,85673,71788,42743,46919,109162,21464,0.4446454010529576,âœ“,161450,110230,52933,108517,40929,48044,31439,13,1463,39562,0.6827500774233509,âœ“,997214,537313,459867,34,632836,364378,516,343016,128152,474,8557
Balochistan,Kalat,Lasbela,115635,680977,5.89,576271,2.83,LASBELA,5206,8583,53638,12178,7932,680816,10706,5570,16258,512782,8,55063,1425,23,362,24,242,15899,3536,17421,4467,47,67822,680816,1695,209521,172052,127144,471778,575409,0.36468847635964374,âœ“,0.3641253438858273,âœ“,115539,70451,22506,22582,20259,2331,91426,1523,83308,9427,0.6097594751555752,âœ“,115539,71503,80605,10658,24276,81712,13784,0.6976432200382555,âœ“,115539,95457,26224,89315,22648,38130,9781,157,262,44561,0.8261885597071119,âœ“,680816,348763,332028,25,350231,330585,688,247110,119704,348,14553
Balochistan,Kalat,Mastung,43736,313271,7.16,265676,2.79,MASTUNG,1812,4912,19810,4175,2834,312378,3921,2121,6567,22473,0,278178,212,0,19,0,0,1776,210,6631,796,154,1738,312378,191,109103,93253,57702,202839,253990,0.459739004826488,âœ“,0.42955628174337573,âœ“,43695,31422,6369,5904,14741,146,27149,1659,28331,2352,0.7191211809131479,âœ“,43695,27578,29513,10921,3261,31195,1859,0.675431971621467,âœ“,43695,33734,16425,27270,13961,7414,8242,41,288,13749,0.7720334134340313,âœ“,312378,166251,146124,3,272115,40263,78,99079,56847,110,3815
Balochistan,Kalat,Surab,51021,278092,5.45,200857,5.59,SURAB,1320,5073,14705,2815,2032,279038,2812,1719,4955,8102,0,269979,120,1,5,0,0,127,3,321,15,72,153,279038,140,68097,61559,69427,164423,214768,0.3743940932837863,âœ“,0.3170723757729271,âœ“,51227,24162,21861,5204,3238,1128,39129,7732,24987,4431,0.4716653327346907,âœ“,51227,24066,25206,17324,8697,28762,3442,0.4920452105335077,âœ“,51227,37171,15738,35489,10411,11612,18871,4,72,10257,0.7256134460343179,âœ“,279038,141648,137372,18,242570,36468,139,95493,29817,97,2068
Balochistan,Loralai,Barkhan,23069,210249,9.11,171025,3.51,BARKHAN,2508,4442,20723,5570,3479,210249,5586,1852,7197,207354,0,0,0,0,127,0,0,56,173,1138,1274,0,1,210249,126,54468,42185,46164,125459,166523,0.33624530723184465,âœ“,0.32708995153822595,âœ“,23053,10589,9016,3448,97,54,21584,1318,6493,9883,0.4593328417125754,âœ“,23053,5340,6572,3771,12710,8576,7549,0.2850822018826183,âœ“,23053,16148,2524,20529,2117,9014,9342,17,43,2520,0.7004728234936884,âœ“,210249,109624,100617,8,195824,14425,45,66158,26421,49,2673
Balochistan,Loralai,Duki,43069,205044,4.76,152977,5.02,DUKI,887,1284,10095,2332,1396,205044,2312,977,3084,9944,1,1409,6,0,29,1,0,825,175,191249,708,3,470,205044,224,44234,60847,46819,137711,169887,0.4418456042001002,âœ“,0.2603730715122405,âœ“,43059,24570,14037,4452,354,105,40186,2414,18539,5364,0.5706124155228872,âœ“,43059,18881,19306,11742,12011,25958,3803,0.4483615504308042,âœ“,43059,35091,25780,17279,19222,10392,6044,6,142,7253,0.814951578067303,âœ“,205044,107221,97775,48,195261,9783,63,80405,30687,87,1460
Balochistan,Loralai,Loralai,38284,272432,7.12,244446,1.83,LORALAI,1870,5201,19033,3986,2886,269364,3796,2018,6374,3052,0,136,117,0,88,3,3,605,1929,259266,2607,5,118,269364,1435,90049,72498,47338,167957,214769,0.4316461951570938,âœ“,0.4192830436422389,âœ“,38214,20929,13840,3445,417,1556,33541,2700,16784,4758,0.5476788611503638,âœ“,38214,17083,20006,6870,11338,24096,4177,0.5235254095357722,âœ“,38214,27735,13233,24981,8488,9190,8357,15,98,12066,0.7257811273355315,âœ“,269364,141301,128046,17,211978,57386,41,84231,44323,56,2446
Balochistan,Loralai,Musakhel,31257,182275,5.83,167243,1.45,MUSAKHEL,1238,4432,13224,2594,1832,182275,2392,1534,4367,21881,0,1,1,0,18,0,0,2601,16,156450,1228,0,10,182275,69,54494,39383,35220,107604,142098,0.3659994052265715,âœ“,0.3834958971977086,âœ“,31252,7738,14290,9224,154,91,28781,2226,12379,10572,0.24760015359017024,âœ“,31252,8599,8352,6219,16681,13281,10533,0.2672468961986433,âœ“,31252,12809,8028,23224,4714,4838,5639,3,11,16047,0.4098617688467938,âœ“,182275,96706,85566,3,166470,15805,43,60380,18980,237,2109
Balochistan,Mekran,Gwadar,50376,305160,6.06,262253,2.56,GWADAR,2668,9301,27065,5540,3876,302831,5129,3190,8714,295733,7,1064,224,0,224,2,3,620,1282,786,313,2,1362,302831,1209,133755,107650,33621,214036,256693,0.5029527742996506,âœ“,0.5210699162034025,âœ“,50357,40346,5795,4216,2932,5015,41588,822,33476,1282,0.8011994360267689,âœ“,50357,29969,39518,4704,6135,36324,887,0.7847568361896062,âœ“,50357,44228,31572,18785,37011,938,2243,281,104,9780,0.8782890164227416,âœ“,302831,159626,143174,31,146125,156706,495,106205,61084,171,4886
Balochistan,Mekran,Kech,253526,1060931,4.18,907182,2.65,KECH,7079,21401,73350,15561,10281,1060814,14750,8400,22922,1057958,1,269,6,0,955,0,0,217,79,128,21,0,134,1060814,1046,401245,363534,136717,732240,867502,0.49646837102589314,âœ“,0.4625291930162697,âœ“,253475,154549,45925,53001,2057,15876,220025,15517,142312,19945,0.6097208797711806,âœ“,253475,127898,142587,64806,46082,145814,19307,0.5625288489989151,âœ“,253475,180457,143109,110366,74406,50726,80734,94,625,46890,0.7119321432093895,âœ“,1060814,555163,505528,123,674168,386646,2042,454138,142587,1151,11985
Balochistan,Mekran,Panjgur,117157,509781,4.35,315353,8.36,PANJGUR,4101,14849,43850,8680,5952,509781,7665,5494,13393,507884,0,47,29,0,737,4,0,233,61,212,73,1,52,509781,448,138517,149007,90815,354229,414667,0.4206516123750455,âœ“,0.334043943694579,âœ“,117089,53694,26884,36511,2195,6527,96380,11987,53177,8783,0.4585742469403616,âœ“,117089,48341,26316,67419,23354,56592,8018,0.2247521116415718,âœ“,117089,85793,74208,42881,15983,18574,66562,10,494,15466,0.732716139005372,âœ“,509781,269372,240314,95,352088,157693,620,217355,77573,437,3273
Balochistan,Nasirabad,Jaffarabad,81580,594558,7.29,513972,2.46,JAFFARABAD,3009,10884,26715,5024,3902,594558,4967,2856,9542,308633,0,71750,1046,17,192,0,3,2072,752,2207,91835,69,114911,594558,1071,148852,131318,137885,369647,475921,0.3552524435474926,âœ“,0.31276619438940495,âœ“,81562,60832,7773,12957,11216,298,43183,26865,22471,42732,0.7458375223756161,âœ“,81562,31694,38632,15203,27727,26620,35689,0.4736519457590545,âœ“,81562,39465,19819,61743,21839,13193,4774,261,291,41204,0.4838650351879551,âœ“,594558,301370,293177,11,431165,163393,213,196322,81540,267,10276
Balochistan,Nasirabad,Jhal Magsi,30967,203368,6.57,148900,5.35,JHAL MAGSI,1200,4834,10126,1815,1479,203368,1888,1144,3717,153395,0,4243,72,0,99,0,0,92,22,322,11716,0,33218,203368,189,45271,39087,50408,129692,167326,0.301383277303149,âœ“,0.2705556817231034,âœ“,30953,13917,9934,7102,204,44,27397,3308,11869,14394,0.4496171615029238,âœ“,30953,14463,10712,8562,11679,11908,15044,0.3460730785384292,âœ“,30953,12153,5652,25301,5350,4464,2496,45,100,18498,0.3926275320647433,âœ“,203368,103422,99933,13,179238,24130,44,71200,27123,88,2414
Balochistan,Nasirabad,Kachhi,50035,442612,8.85,309932,6.14,KACHHI,2177,9639,21315,3920,3002,442674,3922,2588,7403,260630,0,45355,159,0,362,85,0,824,1631,2492,54408,46,75238,442674,1444,88361,83731,140355,277258,358827,0.30199669621796305,âœ“,0.2462495854548292,âœ“,50032,38750,5593,5689,6909,98,39320,3705,21048,8961,0.7745043172369683,âœ“,50032,23840,24724,18290,7018,24277,6871,0.49416373520946594,âœ“,50032,13678,10930,39102,8383,2647,2813,84,82,36023,0.27338503357850974,âœ“,442674,233584,209056,34,362222,80452,218,121147,76297,180,4766
Balochistan,Nasirabad,Nasirabad,87540,563377,6.44,487847,2.43,NASIRABAD,2227,5420,19131,4124,2931,563315,3634,2063,6117,243392,0,128273,596,0,136,0,2,581,239,1787,68454,25,119187,563315,643,107983,100345,151207,346468,449271,0.2896227068589307,âœ“,0.2403515918009397,âœ“,87516,61579,12392,13545,4086,269,55831,27330,28089,42306,0.7036313359842772,âœ“,87516,32241,26788,25498,35230,31147,36804,0.30609260021024726,âœ“,87516,45550,28536,58980,23106,20306,4578,110,81,39335,0.5204762557703734,âœ“,563315,287902,275395,18,456363,106952,114,194518,66630,194,6657
Balochistan,Nasirabad,Sohbatpur,33738,240106,7.12,200426,3.06,SOHBATPUR,1405,4888,9630,1889,1520,240106,1828,1059,3515,161801,0,19009,209,0,57,0,0,382,70,646,15311,39,42335,240106,247,71158,56153,48360,136881,182374,0.4102322455271367,âœ“,0.390176231261035,âœ“,33734,25983,3203,4548,814,61,22285,10574,8076,21709,0.7702318136005217,âœ“,33734,11284,11301,5522,16911,10181,18883,0.33500326080512244,âœ“,33734,18191,10817,22917,7294,8300,1805,157,865,15313,0.5392482362008656,âœ“,240106,121863,118241,2,225378,14728,89,75761,24845,57,3574
Balochistan,Quetta,Chaman,61942,466218,7.53,434561,1.18,CHAMAN,2198,9223,23879,4389,3277,466218,4015,2995,7671,412,0,15,435,0,22,0,0,198,892,463265,333,1,143,466218,502,115836,113577,117899,284174,370295,0.3996741433065657,âœ“,0.3128208590448156,âœ“,61915,41550,12940,7425,2645,8852,41345,9073,32668,1948,0.6710813211661149,âœ“,61915,38314,39700,19460,2755,44643,1935,0.6412016474198498,âœ“,61915,47049,34045,27870,29634,4164,6955,18,103,21041,0.7598966324800129,âœ“,466218,261194,205011,13,336079,130139,9,137922,74820,41,1511
Balochistan,Quetta,Killa Abdullah,67308,361971,5.38,323793,1.88,KILLA ABDULLAH,1771,5996,17921,3612,2581,361971,3262,2149,5757,1246,0,652,5,0,15,0,0,369,87,359220,60,0,81,361971,236,65667,83117,92276,228328,287509,0.3640245611576329,âœ“,0.22839980661474943,âœ“,67289,17817,40650,8822,1381,1776,56728,7404,34832,3024,0.26478324837640627,âœ“,67289,36169,34141,25666,7482,44452,2869,0.5073786205769145,âœ“,67289,54971,36043,31246,37882,6026,6460,46,208,16667,0.8169388755963085,âœ“,361971,189172,172783,16,326587,35384,37,133527,47866,69,1681
